기업명,거래소코드,기업유형,결산기,이익 과대계상 (비용 과소계상),회사명,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,총자본증가율,유형자산증가율,비유동생물자산증가율,투자부동산증가율,비유동자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,총포괄이익증가율,종업원1인당 부가가치증가율,종업원수증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액정상영업이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,총자본순이익률,자기자본정상영업이익률,자기자본순이익률,경영자본정상영업이익률,경영자본순이익률,자본금정상영업이익률,자본금순이익률,매출원가 대 매출액비율,영업비용 대 영업수익비율,기타손익비률,금융손익비율,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,세금과공과 대 세금과공과 차감전순이익률,기업순이익률,수지비율(관계기업투자손익 제외),인건비 대 총비용비율,R & D 투자효율,세금과공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,유보율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,1주당정상영업이익,유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,"매출채권 대 상,제품비율",매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,정상영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,"상품,제품회전률","원,부재료회전률",재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치,종업원1인당 부가가치,종업원1인당 매출액,종업원1인당 정상영업이익,종업원1인당 순이익,종업원1인당 인건비,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치,법인세비용차감전(계속사업)손익,인건비,금융비용,임차료,세금과공과,감가상각비,종업원1인당 부가가치,총자본투자효율,기계투자효율,부가가치율,종업원수
한국항공우주산업(주),47810,코스피,2016,1.0,한국항공우주산업(주),1,31,33103,기타 운송장비 제조업,2011/06/30,,6.15,2.98,0.0,0,6.87,5.81,8.44,19.03,-3.07,-15.70,2.16,13.44,,,,,15.5,10.86,8.99,11.14,11.06,9.15,24.07,19.91,11.84,9.8,65.68,54.33,84.5,89.14,-0.1,0.29,0.38,0.67,0.09,16.50,9.54,89.57,17.01,5.70,0.0,0.41,3.83,13.97,80.55,0.72,2.47,2.70,196.60,,,65.83,,,,"30,226.49","2,717","1,490.48",,"3,283.84",67.9,25.01,211.50,50.91,32.1,48.5,51.5,296.60,66.20,46.89,215.33,161.47,5.70,108.73,46.70,196.02,"2,135.91",55.47,106.20,65.02,55.07,41.18,54.92,36.37,18.31,37.75,23.76,29.33,32.15,1.97,66.81,31.44,94.04,6.68,18.80,3.44,3.48,28.60,1.02,1.09,2.22,6.05,1.88,11.50,31.74,1.5,1.99,6.06,60.28,108.78,15.91,13.44,7.87,46.35,3.18,5.73,1.02,0.41,0.01,"895,991.42",,,,,,,,,30.06,179.58,756.38,30.41,51.71,48.29,29.55,"895,991.42","317,133.75","463,357.32","11,192.97",0,0,"104,307.38",,30.06,756.38,30.41,
한국항공우주산업(주),47810,코스피,2017,1.0,한국항공우주산업(주),1,31,33103,기타 운송장비 제조업,2011/06/30,,6.22,4.84,0.0,0,24.53,-2.44,-8.33,-21.11,-29.67,-165.25,-188.82,-188.44,,,,,-1.2,-10.08,-11.35,-6.59,-6.8,-7.65,-16.15,-18.19,-7.46,-8.4,-42.86,-48.26,101.2,110.08,-5.38,-4.3,0.85,-3.45,0.21,0,-7.08,115.15,18.73,10.35,0.0,0.73,3.44,10.5,80.96,0.99,2.68,3.34,133.99,,,56.60,,,,"21,259.27","-2,413","1,073.52",,"-2,142.84",62.36,23.51,165.69,47.7,37.64,36.02,63.98,233.99,104.50,60.85,163.48,125.06,18.80,90.89,60.53,315.68,"3,062.97",28.79,177.64,105.91,52.33,71.73,106.69,24.22,28.45,78.99,-8.66,-17.09,20.62,1.34,96.48,51.84,136.47,6.17,13.87,3.95,6.03,-11.79,0.67,0.74,1.6,4.25,1.16,10,36.50,1.04,1.37,4.27,85.46,104.81,11.07,9.04,4.26,85.63,1.93,3.88,0.67,0.0,0.01,"236,805.18",,,,,,,,,7.48,48.32,232.98,11.43,192.45,-92.45,-99.32,"236,805.18","-320,282.34","455,735.43","17,708.67",0,0,"83,643.42",,7.48,232.98,11.43,
알서포트(주),131370,코스닥,2015,1.0,알서포트(주),5,58,105802,출판업,2011/01/05,,-5.92,-21.69,0.0,0,-0.33,-9.89,35.57,-4.46,-10.69,0,0,0,,,,,100.0,-14.06,-12.79,-3.59,-4.54,-4.13,-4.95,-4.47,-6.46,-5.88,-48.90,-44.10,0.0,114.06,2.53,3.90,-2.89,1.69,2.24,0,-5.06,108.90,54.8,0,0.0,-2.42,2.82,24.42,106.63,-11.22,5.08,1.73,886.55,,,92.22,,,,347.90,-44,-39.53,,-48.90,55.98,0.22,127.17,55.86,44.02,92.46,7.54,964.72,47.61,47.61,742.19,740.57,246.33,"5,679.98",0.25,"5,334.91",0,106.47,8.16,8.16,0.0,0,0,48.44,0.3,0.32,-307.73,"999,999,999",84.97,8.88,177.33,132.41,205.76,4.78,120.48,0.36,1.08,0,0.32,0.46,0.35,3.48,3.88,158.11,2.31,0.56,0.56,313.52,1.16,0,0,0,4.85,75.27,0.76,13.6,0.49,0.01,0.01,"12,048.73",,,,,,,,,21.65,"1,006.54","2,825.70",65.02,100.89,-0.89,-19.67,"12,048.73","-2,136.77","12,156.31",-536.06,"1,940.73",0,624.51,,21.65,"2,825.70",65.02,
알서포트(주),131370,코스닥,2016,1.0,알서포트(주),5,58,105802,출판업,2011/01/05,,0.5,-23.69,0.0,0,4.81,-2.90,79.58,-0.93,15.64,0,0,0,,,,,0.0,-1.10,0.75,0.18,-0.42,0.29,-0.46,0.66,-0.63,0.43,-4.44,6.34,0.0,101.10,1.70,3.45,-1.5,1.51,3.16,-25.44,-0.29,96.81,54.18,0,0.0,-1.45,2.55,26.18,155.77,-6.92,1.09,1.90,899.21,,,93.75,,,,402.32,6,9.18,,-4.44,54.09,0.4,117.81,53.87,45.91,90.83,9.17,955.73,50.55,49.48,750.78,747.75,287.47,"3,024.18",0.47,0,0,0,10.10,7.93,0.0,2.17,4.20,46.88,1.97,2.17,-19.67,"999,999,999",85.45,8.97,143.26,117.06,173.19,-15.76,-73.49,-1.45,-3.77,0,0.38,0.57,0.42,4.02,4.6,591.72,0.62,0.7,0.7,225.34,1.62,0,0,0,5.67,64.37,0.85,20.31,0.62,0.0,0.02,"14,586.23",,,,,,,,,26.08,"1,596.74","4,746.37",68.06,82.79,17.21,1.10,"14,586.23",127.59,"12,075.23",-322.49,"2,138.31",0,567.58,,26.08,"4,746.37",68.06,
(주)기가레인,49080,코스닥,2014,1.0,(주)기가레인,5,26,32602,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2013/12/19,,7.67,30.84,0.0,0,27.42,-18.52,7.13,21.14,0.98,-29.71,-28.29,-32.92,,,,,18.57,9.51,8.11,7.49,7.15,6.1,13.2,11.26,7.77,6.63,108.14,92.25,81.43,90.49,-0.92,-0.80,0.8,0.91,0.13,5.57,6.71,91.65,14.32,0,0.0,0.85,7.43,11.09,17.26,1.32,3,2.85,753.71,,,88.35,,,,"5,406.50",439,781,,514.10,32.53,26.72,48.22,23.84,67.47,57.28,42.72,853.71,117.78,90.19,129.12,94.62,31.92,80.93,118.49,398.21,169.03,20.32,74.57,43.98,45.62,30.58,238.82,7.34,30.31,52.91,7.60,11.68,50.57,7.54,49.93,82.98,127.24,21.07,29.69,9.0,12.40,11.82,0.75,0.82,1.39,11.37,1.64,20.93,17.44,2.0,2.61,8.63,42.27,17.20,28.74,43.70,6.94,52.57,1.21,1.64,1.15,0.0,0.01,"28,620.93",,,,,,,,,21.7,44.93,90.69,29.90,45.15,54.85,27.13,"28,620.93","8,222.54","12,923.57",770.04,0,0,"6,704.78",,21.7,90.69,29.90,
(주)기가레인,49080,코스닥,2015,1.0,(주)기가레인,5,26,32602,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2013/12/19,,15.03,9.22,0.0,0,19.09,6.62,-28.72,-14.44,-35.67,0,0,-287.56,,,,,-17.37,-30.62,-21.71,-13.09,-13.29,-9.43,-26.68,-19.07,-14.75,-10.46,-212.97,-151.03,117.37,130.62,0.79,-1.76,1.76,0.83,0.25,0,-8.66,128.21,21.34,0,0.0,1.3,10.94,11.97,24.02,1.52,2.03,2.55,630.47,,,86.23,,,,"3,478.02",-755,-85.18,,"-1,064.86",30.15,17.86,43.17,24.77,69.85,43.32,56.68,730.47,161.23,111.53,80.68,66.27,29.72,186.10,0,455,402.69,40.90,130.83,86.27,60.21,44.56,0,-7.22,44.34,102.34,-13.79,-15.96,37.49,6.43,72,158.35,217.35,7.16,9.15,4.06,10,-17.41,0.43,0.48,0.87,6.96,0.87,21.71,16.82,1.39,1.78,6.27,58.21,13.29,20.34,28.51,5.03,72.59,0.63,0.89,0.69,0.0,0.01,"9,658.87",,,,,,,,,6.36,14.21,26.33,15.69,184.40,-84.40,-138.41,"9,658.87","-18,364.10","17,811.02","1,082.95",0,0,"9,129.01",,6.36,26.33,15.69,
(주)기가레인,49080,코스닥,2016,1.0,(주)기가레인,5,26,32602,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2013/12/19,,2.62,0.24,0.0,0,3.39,0.84,-4.70,-11.76,22.52,0,0,0,,,,,1.26,-12.07,-13.72,-5.77,-5.92,-6.73,-14.77,-16.29,-6.68,-7.59,-102.89,-112,98.74,112.07,-2.92,-2.60,2.6,0.38,0.11,0,-5.46,114.44,20.27,0,0.0,2.19,10.91,11.54,30.23,2.13,2.93,3.09,544.54,,,84.71,,,,"4,261.37",-560,-98.75,,-514.46,29.63,16.88,42.11,24.63,70.37,36.99,63.01,644.54,190.26,129.66,64.80,53.86,12.90,216.60,0,173.12,379.49,125.11,170.38,123.63,67.46,46.75,0,-16.1,48.24,130.43,-4.14,-4.77,31.3,5.51,60.91,142.88,184.15,-1.66,-2.17,-1.05,-2.16,-4.65,0.49,0.55,1.22,8.52,0.82,11.53,31.66,1.64,1.99,9.45,38.62,18.35,32.43,48.89,4.7,77.61,0.7,1.04,0.69,0.38,0.01,"18,559.19",,,,,,,,,11.92,26.60,50.27,24.60,97.93,2.07,-55.75,"18,559.19","-11,312.09","18,175.93","1,959.79",0,0,"9,785.16",,11.92,50.27,24.60,
(주)기가레인,49080,코스닥,2017,1.0,(주)기가레인,5,26,32902,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2013/12/19,,16.63,-7.80,0.0,0,-0.28,56.78,211.96,52.61,32.72,0,0,0,,,,,17.39,5.23,-0.92,3.22,3.1,-0.55,7.15,-1.88,3.54,-0.62,31.56,-8.16,82.61,94.77,-4.24,-2.48,2.47,-1.27,0.09,-86,0.92,99.07,12.72,0,0.0,2.36,7.76,10.13,39.42,2.58,3.97,3.75,258.31,,,72.50,,,,"2,119.02",0,-64.69,,110.72,39.83,33.59,66.20,26.45,60.17,48.82,51.18,358.31,123.25,105.03,93.25,61.93,9.53,63.37,0,178.20,79.89,35.56,104.84,87.49,80.62,17.35,0,-2.88,36.97,75.72,1.96,1.40,35.44,2.65,59.17,109.29,156.76,-2.58,-3.58,-1.32,-2.40,2.12,0.59,0.68,1.37,6.04,1.05,10.89,33.51,1.69,2.32,6.24,58.49,8.44,46.13,49.71,6.21,58.82,0.91,1.43,0.75,0.64,0.01,"23,651.93",,,,,,,,,13.02,36.36,105.08,23.62,56.37,43.63,-3.89,"23,651.93",988.78,"13,332.43","2,469.73",0,0,"8,136.93",,13.02,105.08,23.62,
(주)기가레인,49080,코스닥,2018,1.0,(주)기가레인,5,26,32902,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2013/12/19,,-1.38,-14.13,0.0,0,-25.07,34.39,53.34,-22.93,24.61,-147.73,0,0,,,,,15.01,-2,-17.34,-1.22,-1.38,-12.0,-3.18,-27.86,-1.52,-13.16,-10.09,-86.77,84.99,102,-8.04,-2.59,2.59,0.12,0.09,0,-10.21,109.66,11.61,0,0.0,2.27,5.52,11.9,0.0,3.17,5.14,5.20,172.25,,,64.61,,,,"2,476",0,-194.71,,-49.56,54.28,38.33,118.73,33.48,45.72,38.28,61.72,266.32,119.44,82.89,121.04,74.65,8.13,107.23,220.46,229.41,153.97,46.74,161.25,117.16,61.31,44.09,178.86,9.44,38.34,100.16,-0.71,-2.88,25.04,1.78,67.95,76.61,137.78,-5.82,-9.37,-3.59,-5.16,-0.77,0.69,0.76,1.59,5.04,1.23,9.58,38.12,1.47,2.31,4.05,90.05,5.52,40.42,24.56,4.51,80.97,1.31,2.0,0.76,0.0,0.01,"15,054.46",,,,,,,,,8.4,26.70,98.32,12.07,109.66,-9.66,-143.72,"15,054.46","-12,527.04","16,509.23","3,226.01",0,0,"7,846.26",,8.4,98.32,12.07,
(주)기가레인,49080,코스닥,2019,1.0,(주)기가레인,5,26,32902,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2013/12/19,,-34.23,-18.19,0.0,0,-29.58,-38.15,-52.69,-59,-41.68,0,0,0,,,,,-17.43,-40.67,-63.30,-19.93,-19.94,-31.03,-61.27,-95.33,-21.71,-33.78,-115.32,-175.71,117.43,140.67,-22.29,-5.02,5.02,0.69,0.16,0,-28.56,160.80,13.42,0,0.0,3.02,7.32,16.64,87.42,3.65,5.77,5.54,5.29,,,4.84,,,,"1,392.02",0,153.28,,-566.20,51.05,29.31,104.28,36.08,48.95,23.82,76.18,105.25,205.47,103.99,96.45,68.18,9.39,118.98,0,281.69,259.08,42.24,319.74,222.15,63.47,97.59,0,-1.88,53.85,226.05,-8.09,-11.54,1.64,0.07,108.12,95.89,138.54,-1.0,-1.42,-0.76,-1.24,-8.10,0.49,0.53,1.51,2.84,0.73,5.85,62.35,0.92,1.42,2.65,137.66,4.27,22.67,10.09,2.39,152.81,1.04,1.39,0.49,0.0,0.0,"-16,789.54",,,,,,,,,-14.25,-36.07,-98.61,-23.07,0,0,0,"-16,789.54","-45,821.76","16,267.14","3,655.29",0,0,"8,875.05",,-14.25,-98.61,-23.07,
경남제약(주),53950,코스닥,2012,1.0,경남제약(주),5,21,32102,의료용 물질 및 의약품 제조업,2001/11/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경남제약(주),53950,코스닥,2013,1.0,경남제약(주),5,21,32102,의료용 물질 및 의약품 제조업,2001/11/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
코스모화학(주),5420,코스피,2012,0.0,코스모화학(주),1,20,32004,화학물질 및 화학제품 제조업; 의약품 제외,1987/07/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
코스모화학(주),5420,코스피,2013,0.0,코스모화학(주),1,20,32004,화학물질 및 화학제품 제조업; 의약품 제외,1987/07/23,,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,5.32,-4.46,-1.83,-1.48,-1.84,-0.76,-4.62,-0.21,-1.87,-0.77,-21.45,-0.80,94.68,104.46,2.83,-5.13,4.69,-0.18,0.01,0,1.18,101.47,10.46,0,0.0,4.18,7.48,9.94,151.86,3.22,5.09,5.09,272.43,,,15.26,,,,"24,069.44",-40,529.68,,"-1,072.61",23.44,47.12,30.62,12.4,76.56,39.84,60.16,372.16,192.17,128.08,58.28,30.82,0.65,44.20,0,121.98,92.66,36.24,151.02,100.98,74.67,50.03,0,-16.79,45.13,113.29,-0.80,0.65,31.29,3.65,56.81,185.51,238.78,1.51,2.01,0.91,2.20,-0.95,0.41,0.42,1.04,4.81,0.69,10.31,35.40,1.76,3.33,3.74,97.7,7.83,23.79,11.58,8.45,43.19,0.54,0.55,0.65,0.53,0.01,"73,053.05",,,,,,,,,9.56,12.85,73.95,23.16,50.63,49.37,-7.91,"73,053.05","-5,134.13","36,984.03","14,790.64",0,0,"26,465.42",,9.56,73.95,23.16,
코스모화학(주),5420,코스피,2014,0.0,코스모화학(주),1,20,32004,화학물질 및 화학제품 제조업; 의약품 제외,1987/07/23,,5.86,10.28,0.0,0,10.03,-7.76,-20.10,-6.47,-10.63,0,0,-356.93,,,,,-2.6,-12.82,-20.02,-4.23,-4.6,-7.17,-12.5,-17.91,-4.68,-7.31,-55.17,-64.49,102.6,112.82,-7.2,-8.3,6.38,-0.02,0.04,0,-4.89,119.19,10.19,0,0.0,5.13,7.78,9.82,0.0,3.62,6.12,6.09,248.36,,,-3.14,,,,"21,511.62","-3,231","4,432.43",,"-2,758.63",20.43,40.81,25.67,12.09,79.57,33.85,66.15,348.09,235.08,148.66,43.96,26.02,2.17,42.10,0,63.90,109.55,65.89,195.43,137.30,80.73,58.13,0,-26.05,42.09,124.35,-1.73,-2.14,25.77,3.18,61.10,217.97,280.32,6.07,9.55,4.02,11.53,-2.01,0.36,0.37,0.97,4.30,0.57,7.51,48.58,1.64,2.93,3.71,98.33,8.52,24.03,11.86,8.58,42.55,0.46,0.47,0.55,0.21,0.01,"24,266.61",,,,,,,,,3.0,3.87,19.98,8.61,147.22,-47.22,-232.54,"24,266.61","-56,428.51","35,725.47","17,990.80",0,0,"27,269.46",,3.0,19.98,8.61,
코스모화학(주),5420,코스피,2015,0.0,코스모화학(주),1,20,32004,화학물질 및 화학제품 제조업; 의약품 제외,1987/07/23,,-22.06,-33.52,0.0,0,-33.89,24.02,-47.84,-45.26,-11.29,0,0,0,,,,,-5.06,-15.70,-48.75,-5.19,-5.45,-16.94,-18.33,-60.57,-6.1,-18.95,-59.40,-161.72,105.06,115.70,-33.3,-14.2,7.35,-0.27,0.01,0,-14.38,145.95,10.04,0,0.0,4.73,7.45,10.99,0.0,3.64,6.61,6.27,87.58,,,-86.33,,,,"18,758.29","-8,075",-155.61,,"-2,944.67",32.51,17.17,48.16,26.93,67.49,24.49,75.51,187.32,275.57,151.94,58.49,48.45,1.36,60.86,0,81.35,156.01,74.82,308.30,226.93,88.56,81.37,0,-23.07,48.76,199.07,-1.93,-5.66,13.95,1.32,74.04,213.82,198.61,5.88,9.11,4.44,11.20,-2.13,0.35,0.39,1.17,3.78,0.49,7.07,51.65,1.35,1.87,4.87,74.91,12.61,28.79,15.87,10.04,36.36,0.47,0.48,0.46,0.13,0.02,"-36,308.40",,,,,,,,,-5.76,-8.71,-40.41,-14.52,0,0,0,"-36,308.40","-122,499.62","39,074.58","18,388.58",0,0,"28,993.60",,-5.76,-40.41,-14.52,
코스모화학(주),5420,코스피,2016,0.0,코스모화학(주),1,20,32004,화학물질 및 화학제품 제조업; 의약품 제외,1987/07/23,,-24.17,-17.81,0.0,0,-17.18,-38.68,-15.50,-40.63,14.60,0,0,0,,,,,5.13,-4.88,-25.31,-2.43,-2.52,-13.08,-10.76,-73.74,-3.03,-15.73,-20.98,-110.07,94.87,104.88,-20.43,-8.66,5.97,-0.37,0.0,0,-9.99,123.68,10.15,0,0.0,4.52,4.79,8.45,0.0,4.03,7.97,6.67,11.48,,,-99.63,,,,"21,496.38","-5,514","-1,264.17",,"-1,048.92",26.29,23.65,35.66,20.07,73.71,22.06,77.94,111.21,334.13,195.36,42.22,32.23,2.42,58.01,0,60.08,385.70,96.56,353.29,282.25,93.48,71.04,0,-35.98,46.22,209.50,-0.79,-3.24,8.16,0.59,57.70,135.76,148.39,-2.54,-4.28,-1.98,-3.30,-0.82,0.52,0.62,2.2,4.30,0.68,10.41,35.05,1.73,2.16,8.83,41.35,31.49,29.87,28.82,14.82,24.62,0.74,0.75,0.59,0.08,0.03,685.17,,,,,,,,,0.14,0.20,1.04,0.24,"5,610.33","-5,510.33","-10,582.59",685.17,"-72,508.54","38,440.21","17,115.05",0,0,"18,161.25",,0.14,1.04,0.24,
코스모화학(주),5420,코스피,2017,0.0,코스모화학(주),1,20,32004,화학물질 및 화학제품 제조업; 의약품 제외,1987/07/23,,-4.87,-0.54,0.0,0,-0.37,-17.48,98.78,42.61,50.66,0,0,0,,,,,11.27,4.79,6.33,4.52,4.43,5.86,15.67,23.85,4.8,6.34,29.24,30.32,88.73,95.21,0.86,-1.05,2.86,0.38,0.01,-12.01,8.51,94.74,7.84,0,0.0,2.81,3.3,7.98,0.0,3.69,6.62,6.17,41.55,,,-47.60,,,,"28,856.41","1,537","-2,334.98",,"1,382.20",22.8,56.98,29.54,9.81,77.2,34.81,65.19,141.32,221.74,150.64,46.77,20.12,1.94,50.70,0,91.32,340.88,55.52,187.23,140.04,88.89,47.19,0,-25.95,42.36,121.67,1.62,2.97,18.41,1.12,26.57,81.50,101.18,-8.73,-13.44,-5.69,-6,1.67,0.93,1.0,3.27,6.10,1.29,14.03,26.01,3.76,6.14,9.72,37.55,65.10,25.73,36.75,18.29,19.96,1.23,1.26,1.15,0.07,0.03,"94,333.30",,,,,,,,,20.74,28.82,171.78,21.85,36.53,63.47,28.98,"94,333.30","24,406.79","34,462.63","12,359.46",0,0,"14,517.36",,20.74,171.78,21.85,
(주)파이오링크,170790,코스닥,2012,1.0,(주)파이오링크,5,26,32604,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2013/08/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)파이오링크,170790,코스닥,2013,1.0,(주)파이오링크,5,26,32604,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2013/08/02,,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,,,,,64.5,18.47,18.61,10.75,10.15,10.22,13.41,13.84,10.7,10.78,165.94,171.47,35.5,81.53,1.44,0.54,-0.78,-0.24,1.99,6.56,9.79,80.51,45.33,0,0.0,-0.95,2.99,13.82,76.35,-1.77,6.26,6.26,"1,138.95",,,91.71,,,,"4,491.42",0,100.12,,829.71,84.82,7.3,558.90,78.63,15.18,75.70,24.30,"1,238.95",20.05,18.02,538.13,498.86,228.94,620.50,8.96,582.27,"2,055.06",106.57,32.10,20.82,36.25,11.28,12.36,69.06,2.61,3.45,62.05,"999,999,999",69.58,11.37,154.35,27.62,172.66,5.04,46.89,1.23,2.23,0,0.55,0.58,0.73,8.98,2.26,8.33,43.81,0.65,0.7,8.88,41.11,29.41,18.23,42.08,1.43,255.08,3.62,9.76,0.55,0.51,0.0,"13,600.79",,,,,,,,,32.36,574.61,"62,016.30",58.89,63.34,36.66,31.60,"13,600.79","4,599.32","8,614.45",-180.75,0,0,567.78,,32.36,"62,016.30",58.89,
(주)파이오링크,170790,코스닥,2014,1.0,(주)파이오링크,5,26,32604,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2013/08/02,,-7.65,26.51,0.0,0,56.87,-19.19,176.44,-11.08,2.53,-59.93,-46.51,-45.70,,,,,61.08,7.22,9.75,5.12,4.23,5.71,5.68,7.84,4.59,6.2,65.58,90.45,38.92,92.78,1.53,1.36,-1.32,0.04,1.79,-11.47,4.94,91.41,42.61,0,0.0,-1.42,3.37,15.32,68.73,-3.03,4.67,4.45,971.71,,,90.45,,,,"4,586.14",457,315.13,,331.12,74.22,24.96,287.91,55.69,25.78,73.10,26.90,"1,071.71",35.27,30.87,450.21,337.83,165.40,63.13,32.09,317.74,96.65,19.87,36.80,22.55,0.0,14.25,18.04,57.73,2.58,3.52,36.61,"999,999,999",66.29,9.73,136.10,34.59,146.02,10.26,107.10,2.76,4.52,0,0.59,0.64,0.79,9.08,2.29,11.27,32.37,0.73,0.87,4.84,75.46,8.64,18.16,27.83,2.29,159.37,2.89,8.83,0.61,0.0,0.0,"11,903.67",,,,,,,,,30.67,397.53,"68,133.90",50.27,78.98,21.02,19.40,"11,903.67","2,072.05","9,401.35",-312.58,0,0,742.85,,30.67,"68,133.90",50.27,
(주)씨젠,96530,코스닥,2012,1.0,(주)씨젠,5,21,32004,의료용 물질 및 의약품 제조업,2010/09/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)씨젠,96530,코스닥,2013,1.0,(주)씨젠,5,21,32004,의료용 물질 및 의약품 제조업,2010/09/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)씨젠,96530,코스닥,2014,1.0,(주)씨젠,5,21,32004,의료용 물질 및 의약품 제조업,2010/09/10,,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,,,,,72.7,17.26,14.20,8.6,8.03,6.61,11.73,9.65,8.39,6.9,87.89,72.25,27.3,82.74,-0.50,-0.92,1.5,0.61,0.0,15.31,7.3,84.14,24.32,4.37,0.0,1.68,9.88,17.19,27.69,2.21,5.7,5.7,713.86,,,95.33,,,,"2,545.37",364,267.82,,439.43,70.24,12.57,235.97,61.41,29.76,68.5,31.5,748.86,43.45,32.71,780.80,682.69,156.82,409.61,14.41,"1,214.02",519.58,33.74,45.99,13.13,13.6,32.86,36.75,61.24,22.17,32.37,6.35,12.20,65.3,7.15,150.97,63.98,205.69,15.54,22.08,4.89,10.52,11.54,0.47,0.49,0.68,5.09,1.48,15.62,23.36,0.66,0.76,5.27,69.24,6.69,50.56,49.08,1.29,283.63,1.56,6.47,0.59,0.0,0.0,"30,537.32",,,,,,,,,22.06,306.67,413.43,47.41,45.61,54.39,29.95,"30,537.32","10,798.20","13,929.50",963.90,0,0,"5,660.49",,22.06,413.43,47.41,
